symbol,prediction_session,target_session,close_D,close_D1,high_D1,low_D1,open_D1,volume_D,volume_D1,return,ratio,session_index,total_sessions,mean_close_20_before,mean_close_20_after,pre_distinct_closes_20,pre_zero_volume_bars_20,provenance,corporate_action,series_change,economically_real,data_error,listing_boundary,classification,evidence
ALLCARGO.NS,2025-11-11,2025-11-12,33.87,11.88,11.95,10.6,10.6,6849254.0,4869820.0,-0.649247,0.350753,2273,2477,33.8765,13.282857142857143,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 33.88->13.28; no volume or liveness signature to attribute a cause
VEDL.NS,2026-04-29,2026-04-30,773.6,271.55,292.0,268.7,289.5,54738724.0,73870853.0,-0.648979,0.351021,2387,2477,729.8974999999999,322.1452380952381,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 729.90->322.15; no volume or liveness signature to attribute a cause
RAYMOND.NS,2025-05-13,2025-05-14,1564.3,551.2,551.2,523.1,525.0,766555.0,353755.0,-0.647638,0.352362,2148,2477,1529.1400000000003,623.0880952380952,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 1529.14->623.09; no volume or liveness signature to attribute a cause
ADL.NS,2018-08-16,2018-11-13,4.65,1.7,1.7,1.7,1.7,1186007.0,52784.0,-0.634409,0.365591,400,1917,4.025,1.9571428571428569,16,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 4.03->1.96 with volume moving inversely (1,186,007->52,784) — adjustment applied to one segment only"
PTL.NS,2017-03-24,2017-03-27,75.9,28.2,29.7,28.2,29.7,436782.0,71760.0,-0.628458,0.371542,136,2477,72.8275,24.450000000000003,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 72.83->24.45 with volume moving inversely (436,782->71,760) — adjustment applied to one segment only"
HEG.NS,2026-09-04,2026-09-07,728.25,272.2,273.0,250.0,260.0,2565950.0,3615221.0,-0.626227,0.373773,2476,2477,707.2225,272.2,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 707.22->272.20; no volume or liveness signature to attribute a cause
TVSHLTD.NS,2023-08-23,2023-08-24,3173.2,5097.1,5097.75,4612.25,4855.0,52437.0,53453.0,0.606296,1.6063,1723,2473,2866.8499999999995,5410.726190476191,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 2866.85->5410.73; no volume or liveness signature to attribute a cause
ZOTA.NS,2017-05-09,2017-05-10,309.15,125.65,142.25,125.5,142.25,425870.0,3010000.0,-0.593563,0.406437,165,2420,321.7175,130.1904761904762,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 321.72->130.19 with volume moving inversely (425,870->3,010,000) — adjustment applied to one segment only"
LIQUID1.NS,2018-11-30,2019-06-25,28.25,44.8,49.2,44.65,49.2,5708.0,9715.0,0.585841,1.58584,41,931,29.307499999999997,39.94285714285714,18,1,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 29.31->39.94; no volume or liveness signature to attribute a cause
WEWIN.NS,2020-02-12,2020-02-13,15.7,24.85,24.85,23.35,23.35,588995.0,9000.0,0.582803,1.5828,848,2113,17.655,20.238095238095237,17,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 17.66->20.24 with volume moving inversely (588,995->9,000) — adjustment applied to one segment only"
BANKA.NS,2020-09-07,2020-09-09,105.0,43.85,43.85,43.85,43.85,6000.0,3000.0,-0.582381,0.417619,181,1656,44.2375,34.26428571428571,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D close 105 sits 137% off its 21-bar neighbourhood mean 44.24
TOUCHWOOD.NS,2019-08-19,2019-08-26,110.05,46.05,46.2,46.0,46.2,3000.0,15000.0,-0.581554,0.418446,224,1929,114.19000000000001,49.654761904761905,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 114.19->49.65 with volume moving inversely (3,000->15,000) — adjustment applied to one segment only"
JAIPURKURT.NS,2019-04-23,2019-04-30,42.0,17.6,17.6,17.6,17.6,8000.0,5000.0,-0.580952,0.419048,306,1777,47.157500000000006,12.116666666666667,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
YESBANK.NS,2020-03-16,2020-03-17,37.1,58.65,64.9,40.8,40.8,166521851.0,223463025.0,0.580863,1.58086,869,2477,32.137499999999996,32.06904761904762,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D+1 close 58.65 sits 83% off its neighbourhood mean 32.07
BOROLTD.NS,2023-12-04,2023-12-05,238.35,375.75,382.2,345.8,364.0,1146946.0,242384.0,0.576463,1.57646,838,1523,218.61250000000004,344.60952380952386,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 218.61->344.61; no volume or liveness signature to attribute a cause
WEWIN.NS,2019-08-21,2019-08-22,18.35,28.9,28.9,28.9,28.9,537684.0,6000.0,0.574932,1.57493,729,2113,21.677500000000002,20.978571428571428,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 21.68->20.98 with volume moving inversely (537,684->6,000) — adjustment applied to one segment only"
HOMEFIRST.NS,2018-07-27,2021-02-03,335.65,527.55,640.0,522.0,618.8,227284.0,24532661.0,0.571727,1.57173,90,1477,287.265,539.1833333333333,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 287.26->539.18 with volume moving inversely (227,284->24,532,661) — adjustment applied to one segment only"
PANSARI.NS,2017-06-14,2017-06-27,22.45,9.65,9.65,9.65,9.65,6000.0,0.0,-0.570156,0.429844,42,1416,19.927500000000002,18.040476190476195,12,1,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
ARVIND.NS,2018-11-27,2018-11-28,248.85,108.6,119.85,90.25,109.45,16150648.0,100438649.0,-0.563593,0.436407,548,2477,257.7099999999999,100.65238095238097,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 257.71->100.65 with volume moving inversely (16,150,648->100,438,649) — adjustment applied to one segment only"
POCL.NS,2018-02-06,2018-10-25,3.2,1.4,1.5,1.4,1.5,72635.0,8405.0,-0.5625,0.4375,23,983,3.8150000000000004,1.323809523809524,10,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 3.82->1.32 with volume moving inversely (72,635->8,405) — adjustment applied to one segment only"
TATACHEM.NS,2020-03-03,2020-03-04,719.65,314.95,339.7,304.4,315.0,2416050.0,4791542.0,-0.562357,0.437643,861,2477,743.76,247.4595238095238,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 743.76->247.46; no volume or liveness signature to attribute a cause
PANSARI.NS,2017-07-05,2017-07-27,22.0,9.65,9.65,9.65,9.65,6000.0,0.0,-0.561364,0.438636,44,1416,19.432499999999997,18.75,12,2,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
YESBANK.NS,2020-03-05,2020-03-06,36.8,16.15,33.15,5.65,33.15,784703310.0,1264917719.0,-0.561141,0.438859,863,2477,35.67999999999999,32.12857142857143,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2017-12-13,2017-12-14,59.6,26.35,26.35,26.35,26.35,1499436.0,9000.0,-0.557886,0.442114,315,2113,30.8625,35.404761904761905,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D close 59.6 sits 93% off its 21-bar neighbourhood mean 30.86
PANSARI.NS,2017-09-20,2017-09-27,21.75,9.65,9.65,9.65,9.65,6000.0,0.0,-0.556322,0.443678,50,1416,18.7575,19.299999999999997,12,4,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
MAHAPEXLTD.NS,2026-03-19,2026-03-20,126.9,56.45,63.5,56.0,60.6,80053.0,183679.0,-0.555162,0.444838,1870,1985,101.6055,50.68904761904762,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 101.61->50.69; no volume or liveness signature to attribute a cause
ABREL.NS,2019-10-10,2019-10-11,882.2,393.85,421.3,380.1,390.0,2058265.0,2235482.0,-0.553559,0.446441,761,2477,908.7624999999998,407.4190476190476,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 908.76->407.42; no volume or liveness signature to attribute a cause
SUMIT.NS,2019-07-12,2019-07-17,46.5,20.85,22.05,19.8,22.05,18000.0,36000.0,-0.551613,0.448387,114,1868,42.75,22.347619047619045,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 42.75->22.35; no volume or liveness signature to attribute a cause
AARON.NS,2018-09-17,2018-09-18,20.65,9.3,9.8,9.3,9.8,36000.0,12000.0,-0.549637,0.450363,10,1870,19.711111111111112,9.378571428571428,9,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,YES,LISTING/RELISTING,session 10 of 1870 — start-of-series boundary
ROTO.NS,2018-04-13,2022-04-21,83.3,37.55,38.65,36.25,38.65,12.0,733609.0,-0.54922,0.45078,59,1147,82.94000000000003,35.788095238095245,10,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 82.94->35.79 with volume moving inversely (12->733,609) — adjustment applied to one segment only"
SKFINDIA.NS,2025-10-14,2025-10-15,5008.4,2266.1,2300.0,2185.0,2300.0,81877.0,26700.0,-0.54754,0.45246,2255,2477,4797.539999999998,2142.9285714285716,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 4797.54->2142.93; no volume or liveness signature to attribute a cause
DCI.NS,2022-01-07,2022-01-10,96.0,43.6,43.6,43.6,43.6,3000.0,6000.0,-0.545833,0.454167,133,1164,80.5125,40.033333333333324,16,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 80.51->40.03; no volume or liveness signature to attribute a cause
WEWIN.NS,2017-12-15,2017-12-18,59.3,27.0,27.0,26.35,26.35,3384390.0,27000.0,-0.544688,0.455312,317,2113,31.337500000000006,34.4404761904762,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,DATA_ERROR,isolated bar: D close 59.3 sits 89% off its 21-bar neighbourhood mean 31.34
DNAMEDIA.NS,2019-01-07,2019-02-21,6.55,3.0,3.0,2.8,3.0,54613.0,48102.0,-0.541985,0.458015,264,2098,4.8325000000000005,2.1023809523809525,15,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
STAR.NS,2024-12-05,2024-12-06,1485.05,682.55,682.55,650.0,650.05,739827.0,147264.0,-0.540386,0.459614,2042,2477,1501.3049999999998,696.242857142857,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 1501.30->696.24 with volume moving inversely (739,827->147,264) — adjustment applied to one segment only"
WEWIN.NS,2020-03-12,2020-03-13,21.6,10.05,10.2,7.65,8.9,3000.0,1895731.0,-0.534722,0.465278,867,2113,20.214999999999996,17.361904761904764,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
WEWIN.NS,2020-01-06,2020-01-07,16.3,25.0,25.0,25.0,25.0,771174.0,3000.0,0.533742,1.53374,820,2113,17.2625,17.43809523809524,14,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
PANSARI.NS,2017-03-22,2017-03-27,20.5,9.65,9.65,9.65,9.65,24000.0,500.0,-0.529268,0.470732,32,1416,21.4875,17.819047619047616,9,1,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
UNITEDPOLY.NS,2018-10-25,2019-02-22,1.38,0.65,0.65,0.65,0.65,0.0,90000.0,-0.528986,0.471014,160,1508,1.2924999999999998,0.5314285714285715,15,1,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
VCL.NS,2022-06-20,2022-06-21,15.55,7.35,7.85,7.35,7.6,616832.0,677246.0,-0.527331,0.472669,44,1026,22.8525,6.488095238095236,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 22.85->6.49; no volume or liveness signature to attribute a cause
COHANCE.NS,2020-03-23,2020-03-24,219.0,103.55,108.2,87.6,87.6,13957.0,595554.0,-0.527169,0.472831,10,1613,281.2888888888889,128.73333333333335,10,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,YES,LISTING/RELISTING,session 10 of 1613 — start-of-series boundary
SUKHJITS.NS,2024-10-24,2024-10-25,528.5,250.6,264.6,244.15,260.0,22923.0,35589.0,-0.525828,0.474172,489,952,568.2475,259.7123809523809,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 568.25->259.71; no volume or liveness signature to attribute a cause
WEWIN.NS,2018-06-13,2018-06-14,24.15,36.8,37.2,36.3,37.2,9000.0,2895500.0,0.52381,1.52381,438,2113,31.009999999999998,31.842857142857135,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 31.01->31.84 with volume moving inversely (9,000->2,895,500) — adjustment applied to one segment only"
PANSARI.NS,2017-10-17,2017-10-27,20.25,9.65,9.65,9.65,9.65,6000.0,0.0,-0.523457,0.476543,52,1416,18.240000000000002,19.895238095238092,12,5,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
IIFL.NS,2019-05-29,2019-05-30,405.5,193.8,203.95,193.8,203.95,485294.0,39115.0,-0.522072,0.477928,672,2477,412.82250000000005,155.43571428571425,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 412.82->155.44 with volume moving inversely (485,294->39,115) — adjustment applied to one segment only"
WEWIN.NS,2020-03-09,2020-03-11,22.75,10.9,11.45,10.75,11.05,3000.0,955870.0,-0.520879,0.479121,865,2113,20.130000000000003,17.1952380952381,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 20.13->17.20 with volume moving inversely (3,000->955,870) — adjustment applied to one segment only"
PANSARI.NS,2017-03-30,2017-04-27,20.05,9.65,9.65,9.65,9.65,6000.0,0.0,-0.518703,0.481297,35,1416,20.647499999999997,17.664285714285715,11,1,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,YES,NO,SYNTHETIC/BAD_BAR,zero-volume placeholder bar at the transition
WEWIN.NS,2020-03-17,2020-03-18,19.5,9.4,10.0,9.3,9.75,12000.0,955995.0,-0.517949,0.482051,870,2113,20.0075,17.28571428571429,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
NBIFIN.NS,2017-05-29,2017-05-30,3691.35,1790.33,1900.0,1758.5,1850.0,108.0,140.0,-0.514993,0.485007,106,2394,4182.05,1942.7923809523809,20,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,persistent splice 4182.05->1942.79; no volume or liveness signature to attribute a cause
QUESS.NS,2025-04-11,2025-04-15,604.9,298.2,298.2,272.15,284.0,1248840.0,66898.0,-0.507026,0.492974,2129,2477,644.53,342.18809523809523,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 644.53->342.19 with volume moving inversely (1,248,840->66,898) — adjustment applied to one segment only"
SHRADHA.NS,2022-12-05,2022-12-06,26.64,13.14,13.68,12.66,13.68,4963.0,35425.0,-0.506757,0.493243,518,1450,26.596999999999998,12.899047619047622,19,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 26.60->12.90 with volume moving inversely (4,963->35,425) — adjustment applied to one segment only"
WEWIN.NS,2018-03-15,2018-03-16,42.95,21.2,23.45,21.2,23.45,13444214.0,198000.0,-0.506403,0.493597,377,2113,36.22500000000001,34.438095238095244,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),YES,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,SERIES_CHANGE,"persistent splice 36.23->34.44 with volume moving inversely (13,444,214->198,000) — adjustment applied to one segment only"
WEWIN.NS,2019-08-27,2019-08-28,19.05,28.65,28.65,28.65,28.65,718016.0,3000.0,0.503937,1.50394,733,2113,22.4075,20.195238095238093,18,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),UNPROVEN,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,NO,UNPROVEN,no structural signature strong enough to attribute a cause
LIKHITHA.NS,2020-10-28,2020-10-29,160.0,79.55,88.0,73.55,82.95,107960.0,3222988.0,-0.502812,0.497188,10,1463,138.60000000000002,78.08571428571429,10,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,YES,LISTING/RELISTING,session 10 of 1463 — start-of-series boundary
PAR.NS,2019-05-28,2019-05-30,50.0,24.9,25.1,24.55,24.95,4000.0,40000.0,-0.502,0.498,9,1619,49.84374999999999,23.98095238095238,8,0,"Upstox v3 historical, 03:45 canonical; stored bar == fresh re-fetch",NO — series is retroactively adjusted; a CA leaves no jump (6 events verified),NO,NO — exceeds every NSE price band and is not reachable intraday,PARTIAL,YES,LISTING/RELISTING,session 9 of 1619 — start-of-series boundary
